ip_address,label
10.0.176.51,bot
10.0.48.19,bot
10.0.35.191,bot
10.0.247.210,bot
10.0.33.117,bot
10.0.39.18,bot
10.0.186.39,bot
10.0.203.104,bot
10.0.66.203,bot
10.0.12.196,bot
10.0.75.121,bot
10.0.168.179,bot
10.0.199.17,bot
10.0.204.120,bot
10.0.154.107,bot
10.0.136.252,bot
10.0.10.140,bot
10.0.61.100,bot
10.0.234.180,bot
10.0.169.79,bot
10.0.155.13,bot
10.0.88.73,bot
10.0.148.67,bot
10.0.93.40,bot
10.0.10.88,bot
10.0.252.229,bot
10.0.157.107,bot
10.0.255.152,bot
10.0.5.222,bot
10.0.45.125,bot
10.0.64.130,bot
10.0.177.150,bot
10.0.56.102,bot
10.0.243.229,bot
183.44.141.91,c2_server
74.213.165.248,c2_server
55.188.217.109,c2_server
93.234.232.94,c2_server
209.70.128.163,c2_server
32.189.196.241,c2_server
167.36.204.204,c2_server
207.160.254.0,c2_server
76.37.117.102,c2_server
201.83.84.180,c2_server
215.165.12.226,c2_server
11.226.227.44,c2_server
211.144.187.211,c2_server
32.22.53.222,c2_server
158.101.154.217,c2_server
134.110.117.87,c2_server
192.137.225.221,c2_server
205.180.2.117,c2_server
171.153.146.186,c2_server
91.109.110.188,c2_server
172.94.3.57,c2_server
155.128.181.65,c2_server
194.134.127.191,c2_server
185.172.124.220,c2_server
38.133.61.213,c2_server
221.20.20.104,c2_server
223.201.44.195,c2_server
4.179.48.161,c2_server
212.249.43.94,c2_server
192.157.152.206,c2_server
192.180.244.87,c2_server
26.241.228.107,c2_server
134.44.88.140,c2_server
198.219.210.50,c2_server
117.77.66.194,c2_server
194.42.11.119,c2_server
146.61.62.226,c2_server
80.211.71.89,c2_server
117.150.125.195,c2_server
153.190.122.239,c2_server
155.13.224.175,c2_server
154.12.205.244,c2_server
202.42.62.70,c2_server
205.253.56.78,c2_server
221.59.81.155,c2_server
208.5.194.2,c2_server
221.100.35.32,c2_server
189.184.91.114,c2_server
172.47.3.5,c2_server
81.77.127.124,c2_server
161.235.254.1,c2_server
172.138.55.33,c2_server
214.201.51.66,c2_server
46.75.10.46,c2_server
146.99.18.161,c2_server
197.249.153.41,c2_server
48.4.219.146,c2_server
155.45.12.107,c2_server
143.200.138.192,c2_server
223.124.238.89,c2_server
31.21.184.254,c2_server
198.230.223.212,c2_server
223.5.27.13,c2_server
65.166.250.173,c2_server
218.186.137.28,c2_server
97.245.79.153,c2_server
218.208.3.251,c2_server
201.55.88.48,c2_server
133.87.50.83,c2_server
69.21.138.250,c2_server
75.31.202.48,c2_server
195.120.221.130,c2_server
203.47.23.219,c2_server
138.138.22.197,c2_server
204.88.34.67,c2_server
161.1.36.215,c2_server
153.145.94.38,c2_server
194.8.180.236,c2_server
72.224.92.1,c2_server
99.147.76.138,c2_server
167.61.251.245,c2_server
217.128.194.39,c2_server
158.224.133.231,c2_server
214.100.199.85,c2_server
92.61.195.27,c2_server
130.40.83.220,c2_server
219.20.14.36,c2_server
192.230.33.48,c2_server
219.98.90.235,c2_server
74.64.75.116,c2_server
194.49.70.48,c2_server
219.230.42.228,c2_server
136.235.97.74,c2_server
223.183.101.40,c2_server
158.75.64.194,c2_server
155.66.54.13,c2_server
204.245.9.93,c2_server
199.230.86.109,c2_server
179.35.224.46,c2_server
174.3.163.163,c2_server
186.197.180.177,c2_server
212.164.16.52,c2_server
143.109.46.174,c2_server
165.254.183.7,c2_server
215.77.192.146,c2_server
195.76.200.162,c2_server
130.41.138.251,c2_server
192.67.46.154,c2_server
189.29.32.119,c2_server
185.157.255.36,c2_server
182.29.83.6,c2_server
181.190.206.255,c2_server
136.69.143.35,c2_server
185.190.20.135,c2_server
191.71.136.41,c2_server
218.221.141.45,c2_server
217.23.235.103,c2_server
213.72.15.254,c2_server
18.119.255.162,c2_server
207.51.145.94,c2_server
92.204.153.144,c2_server
4.240.100.98,c2_server
147.235.136.50,c2_server
198.59.234.38,c2_server
155.216.165.67,c2_server
207.12.209.111,c2_server
85.238.222.205,c2_server
202.32.138.135,c2_server
185.42.76.18,c2_server
180.152.106.49,c2_server
72.206.97.193,c2_server
145.193.92.103,c2_server
203.242.63.32,c2_server
159.246.125.141,c2_server
216.37.86.96,c2_server
204.75.234.52,c2_server
140.101.162.164,c2_server
200.60.147.240,c2_server
137.27.137.39,c2_server
212.127.227.193,c2_server
